id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,new_date,new_sqft_living,price_level
7129300520,221900.0,3.3708587821580602,1.0,1180,5650,1.0,True,0,3,98178,1180,0,1955,0,98178,47.5112,-122.257,1340,5650,201410,1180,1
6414100192,538000.0,3.0,2.25,2570,7242,2.0,True,0,3,98125,2170,400,1951,1991,98125,47.721000000000004,-122.319,1690,7639,201412,2570,3
5631500400,180000.0,2.0,1.0,770,10000,1.0,True,0,3,98028,770,0,1933,0,98028,47.7379,-122.23299999999999,2720,8062,201502,2720,1
2487200875,604000.0,4.0,3.0,1960,5000,1.0,True,0,5,98136,1050,910,1965,0,98136,47.5208,-122.39299999999999,1360,5000,201412,1960,3
1954400510,510000.0,3.0,2.0,1680,8080,1.0,True,0,3,98074,1680,0,1987,0,98074,47.6168,-122.045,1800,7503,201502,1800,3
7237550310,1230000.0,4.0,4.5,5420,101930,1.0,True,0,3,98053,3890,1530,2001,0,98053,47.6561,-122.005,4760,101930,201405,5420,3
1321400060,257500.0,3.0,2.25,1715,6819,2.0,True,0,3,98003,1715,0,1995,0,98003,47.3097,-122.32700000000001,2238,6819,201406,1715,2
2008000270,291850.0,3.0,1.5,1060,9711,1.0,True,0,3,98198,1060,0,1963,0,98198,47.4095,-122.315,1650,9711,201501,1650,2
2414600126,229500.0,3.0,1.0,1780,7470,1.0,True,0,3,98146,1050,730,1960,0,98146,47.5123,-122.337,1780,8113,201504,1780,1
3793500160,323000.0,3.0,2.5,1890,6560,2.0,True,0,3,98038,1890,0,2003,0,98038,47.3684,-122.031,2390,7570,201503,2390,2
1736800520,662500.0,3.0,2.5,3560,9796,1.0,True,0,3,98007,1860,1700,1965,0,98007,47.6007,-122.145,2210,8925,201504,2210,3
9212900260,468000.0,2.0,1.0,1160,6000,1.0,True,0,4,98115,860,300,1942,0,98115,47.69,-122.292,1330,6000,201405,1160,3
114101516,310000.0,3.0,1.0,1430,19901,1.5,True,0,4,98028,1430,0,1927,0,98028,47.7558,-122.229,1780,12697,201405,1430,2
6054650070,400000.0,3.0,1.75,1370,9680,1.0,True,0,4,98074,1370,0,1977,0,98074,47.6127,-122.045,1370,10208,201410,1370,2
1175000570,530000.0,5.0,2.0,1810,4850,1.5,True,0,3,98107,1810,0,1900,0,98107,47.67,-122.39399999999999,1360,4850,201503,1360,3
9297300055,650000.0,4.0,3.0,2950,5000,2.0,True,3,3,98126,1980,970,1979,0,98126,47.5714,-122.375,2140,4000,201501,2140,3
1875500060,395000.0,3.0,2.0,1890,14040,2.0,True,0,3,98019,1890,0,1994,0,98019,47.7277,-121.962,1890,14018,201407,1890,2
6865200140,485000.0,4.0,1.0,1600,4300,1.5,True,0,4,98103,1600,0,1916,0,98103,47.6648,-122.34299999999999,1610,4300,201405,1600,3
16000397,189000.0,2.0,1.0,1200,9850,1.0,True,0,4,98002,1200,0,1921,0,98002,47.3089,-122.21,1060,5095,201412,1200,1
7983200060,230000.0,3.0,1.0,1250,9774,1.0,True,0,4,98003,1250,0,1969,0,98003,47.3343,-122.306,1280,8850,201504,1280,1
6300500875,385000.0,4.0,1.75,1620,4980,1.0,True,0,4,98133,860,760,1947,0,98133,47.7025,-122.34100000000001,1400,4980,201405,1620,2
2524049179,2000000.0,3.0,2.75,3050,44867,1.0,True,4,3,98040,2330,720,1968,0,98040,47.5316,-122.23299999999999,4110,20336,201408,3050,3
7137970340,285000.0,5.0,2.5,2270,6300,2.0,True,0,3,98092,2270,0,1995,0,98092,47.3266,-122.169,2240,7005,201407,2270,2
8091400200,252700.0,2.0,1.5,1070,9643,1.0,True,0,3,98030,1070,0,1985,0,98030,47.3533,-122.166,1220,8386,201405,1070,2
3814700200,329000.0,3.0,2.25,2450,6500,2.0,True,0,4,98030,2450,0,1985,0,98030,47.3739,-122.17200000000001,2200,6865,201411,2450,2
1202000200,233000.0,3.0,2.0,1710,4697,1.5,True,0,5,98002,1710,0,1941,0,98002,47.3048,-122.21799999999999,1030,4705,201411,1710,1
1794500383,937000.0,3.0,1.75,2450,2691,2.0,True,0,3,98119,1750,700,1915,0,98119,47.6386,-122.36,1760,3573,201406,2450,3
3303700376,667000.0,3.0,1.0,1400,1581,1.5,True,0,5,98112,1400,0,1909,0,98112,47.6221,-122.314,1860,3861,201412,1400,3
5101402488,438000.0,3.0,1.75,1520,6380,1.0,True,0,3,98115,790,730,1948,0,98115,47.695,-122.304,1520,6235,201406,1520,3
1873100390,719000.0,4.0,2.5,2570,7173,2.0,True,0,3,98052,2570,0,2005,0,98052,47.7073,-122.11,2630,6026,201503,2630,3
8562750320,580500.0,3.0,2.5,2320,3980,2.0,True,0,3,98027,2320,0,2003,0,98027,47.5391,-122.07,2580,3980,201411,2320,3
2426039314,280000.0,2.0,1.5,1190,1265,3.0,True,0,3,98133,1190,0,2005,0,98133,47.7274,-122.35700000000001,1390,1756,201412,1190,2
461000390,687500.0,4.0,1.75,2330,5000,1.5,True,0,4,98117,1510,820,1929,0,98117,47.6823,-122.368,1460,5000,201406,2330,3
7589200193,535000.0,3.0,1.0,1090,3000,1.5,True,0,4,98117,1090,0,1929,0,98117,47.6889,-122.375,1570,5080,201411,1090,3
7955080270,322500.0,4.0,2.75,2060,6659,1.0,True,0,3,98058,1280,780,1981,0,98058,47.4276,-122.15700000000001,2020,8720,201412,2060,2
9547205180,696000.0,3.0,2.5,2300,3060,1.5,True,0,3,98115,1510,790,1930,2002,98115,47.6827,-122.31,1590,3264,201406,2300,3
9435300030,550000.0,4.0,1.0,1660,34848,1.0,True,0,1,98052,930,730,1933,0,98052,47.6621,-122.132,2160,11467,201405,1660,3
2768000400,640000.0,4.0,2.0,2360,6000,2.0,True,0,4,98107,2360,0,1904,0,98107,47.6702,-122.36200000000001,1730,4700,201412,2360,3
7895500070,240000.0,4.0,1.0,1220,8075,1.0,True,0,2,98001,890,330,1969,0,98001,47.3341,-122.28200000000001,1290,7800,201502,1290,1
2078500320,605000.0,4.0,2.5,2620,7553,2.0,True,0,3,98056,2620,0,1996,0,98056,47.5301,-122.18,2620,11884,201406,2620,3
5547700270,625000.0,4.0,2.5,2570,5520,2.0,True,0,3,98074,2570,0,2000,0,98074,47.6145,-122.027,2470,5669,201407,2570,3
7766200013,775000.0,4.0,2.25,4220,24186,1.0,True,0,3,98166,2600,1620,1984,0,98166,47.445,-122.34700000000001,2410,30617,201408,4220,3
7203220400,861990.0,5.0,2.75,3595,5639,2.0,True,0,3,98053,3595,0,2014,0,98053,47.6848,-122.016,3625,5639,201407,3595,3
9270200160,685000.0,3.0,1.0,1570,2280,2.0,True,0,3,98119,1570,0,1922,0,98119,47.6413,-122.36399999999999,1580,2640,201410,1570,3
1432701230,309000.0,3.0,1.0,1280,9656,1.0,True,0,4,98058,920,360,1959,0,98058,47.4485,-122.175,1340,8808,201407,1280,2
8035350320,488000.0,3.0,2.5,3160,13603,2.0,True,0,3,98019,3160,0,2003,0,98019,47.7443,-121.977,3050,9232,201407,3160,3
8945200830,210490.0,3.0,1.0,990,8528,1.0,True,0,3,98023,990,0,1966,0,98023,47.3066,-122.37100000000001,1228,8840,201503,1228,1
4178300310,785000.0,4.0,2.5,2290,13416,2.0,True,0,4,98007,2290,0,1981,0,98007,47.6194,-122.15100000000001,2680,13685,201407,2290,3
9215400105,450000.0,3.0,1.75,1250,5963,1.0,True,0,4,98115,1250,0,1953,0,98115,47.6796,-122.301,970,5100,201504,970,3
822039084,1350000.0,3.0,2.5,2753,65005,1.0,True,2,5,98070,2165,588,1953,0,98070,47.4041,-122.45100000000001,2680,72513,201503,2680,3
5245600105,228000.0,3.0,1.0,1190,9199,1.0,True,0,3,98148,1190,0,1955,0,98148,47.4258,-122.322,1190,9364,201409,1190,1
7231300125,345000.0,5.0,2.5,3150,9134,1.0,True,0,4,98056,1640,1510,1966,0,98056,47.4934,-122.189,1990,9133,201502,1990,2
7518505990,600000.0,3.0,1.75,1410,4080,1.0,True,0,4,98117,1000,410,1950,0,98117,47.6808,-122.384,1410,4080,201412,1410,3
3626039271,585000.0,2.0,1.75,1980,8550,1.0,True,0,3,98117,990,990,1981,0,98117,47.6989,-122.369,1480,6738,201502,1480,3
4217401195,920000.0,5.0,2.25,2730,6000,1.5,True,0,3,98105,2130,600,1927,0,98105,47.6571,-122.281,2730,6000,201503,2730,3
9822700295,885000.0,4.0,2.5,2830,5000,2.0,True,0,3,98105,2830,0,1995,0,98105,47.6597,-122.29,1950,5000,201405,2830,3
9478500640,292500.0,4.0,2.5,2250,4495,2.0,True,0,3,98042,2250,0,2008,0,98042,47.3663,-122.11399999999999,2250,4500,201408,2250,2
2799800710,301000.0,3.0,2.5,2420,4750,2.0,True,0,3,98042,2420,0,2003,0,98042,47.3663,-122.12200000000001,2690,4750,201504,2690,2
7922800400,951000.0,5.0,3.25,3250,14342,2.0,True,4,4,98008,3250,0,1968,0,98008,47.588,-122.116,2960,11044,201408,3250,3
8079040320,430000.0,4.0,3.0,1850,9976,2.0,True,0,3,98059,1850,0,1991,0,98059,47.5059,-122.149,2270,8542,201502,2270,3
1516000055,650000.0,3.0,2.25,2150,21235,1.0,True,3,4,98166,1590,560,1959,0,98166,47.4336,-122.339,2570,18900,201412,2150,3
9558200045,289000.0,3.0,1.75,1260,8400,1.0,True,0,3,98148,1260,0,1954,0,98148,47.4366,-122.335,1290,8750,201408,1260,2
5072410070,505000.0,3.0,1.75,2519,8690,2.0,True,0,5,98166,2519,0,1973,0,98166,47.4428,-122.344,2500,9500,201410,2519,3
9528102996,549000.0,3.0,1.75,1540,1044,3.0,True,0,3,98115,1540,0,2014,0,98115,47.6765,-122.32,1580,3090,201412,1540,3
1189001180,425000.0,3.0,2.25,1660,6000,1.0,True,0,3,98122,1110,550,1979,0,98122,47.6113,-122.29700000000001,1440,4080,201406,1660,3
3253500160,317625.0,3.0,2.75,2770,3809,1.5,True,0,5,98144,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000,201411,2770,2
3394100030,975000.0,4.0,2.5,2720,11049,2.0,True,0,3,98004,2720,0,1989,0,98004,47.5815,-122.19200000000001,2750,11049,201409,2720,3
3717000160,287000.0,4.0,2.5,2240,4648,2.0,True,0,3,98001,2240,0,2005,0,98001,47.3378,-122.257,2221,4557,201410,2240,2
1274500060,204000.0,3.0,1.0,1000,12070,1.0,True,0,4,98042,1000,0,1968,0,98042,47.3621,-122.11,1010,12635,201408,1000,1
1802000060,1330000.0,5.0,2.25,3200,20158,1.0,True,0,3,98004,1600,1600,1965,0,98004,47.6303,-122.215,3390,20158,201406,3200,3
1525059190,1040000.0,5.0,3.25,4770,50094,1.0,True,0,4,98005,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917,201409,4770,3
1049000060,325000.0,3.0,2.0,1260,5612,1.0,True,0,4,98034,1260,0,1972,0,98034,47.7362,-122.179,1640,4745,201501,1640,2
8820901275,571000.0,4.0,2.0,2750,7807,1.5,True,0,5,98125,2250,500,1916,0,98125,47.7168,-122.287,1510,7807,201406,2750,3
5416510140,360000.0,4.0,2.5,2380,5000,2.0,True,0,3,98038,2380,0,2005,0,98038,47.3608,-122.036,2420,5000,201407,2380,2
3444100400,349000.0,3.0,1.75,1790,50529,1.0,True,0,5,98042,1090,700,1965,0,98042,47.3511,-122.073,1940,50529,201503,1940,2
3276920270,832500.0,4.0,4.0,3430,35102,2.0,True,0,4,98075,2390,1040,1986,0,98075,47.5822,-121.98700000000001,3240,35020,201411,3430,3
4036801170,380000.0,4.0,1.75,1760,7300,1.0,True,0,3,98008,880,880,1956,0,98008,47.6034,-122.125,1680,7500,201410,1760,2
2391600320,480000.0,3.0,1.0,1040,5060,1.0,True,0,3,98116,1040,0,1941,0,98116,47.5636,-122.39399999999999,890,5060,201504,890,3
6300000287,410000.0,3.0,1.0,1410,5060,1.0,True,0,4,98133,910,500,1956,0,98133,47.7073,-122.34,1130,5693,201406,1410,3
1531000030,720000.0,4.0,2.5,3450,39683,2.0,True,0,3,98010,3450,0,2002,0,98010,47.342,-122.025,3350,39750,201503,3350,3
5104520400,390000.0,3.0,2.5,2350,5100,2.0,True,0,3,98038,2350,0,2003,0,98038,47.3512,-122.008,2350,5363,201412,2350,2
7437100340,360000.0,4.0,2.5,1900,5889,2.0,True,0,3,98038,1900,0,1992,0,98038,47.349,-122.031,1870,6405,201412,1900,2
9418400240,355000.0,2.0,1.0,2020,6720,1.0,True,0,3,98118,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720,201410,2020,2
1523059105,356000.0,3.0,1.5,1680,8712,1.0,True,0,3,98059,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,201501,1850,2
1133000671,315000.0,3.0,1.0,960,6634,1.0,True,0,3,98125,960,0,1952,0,98125,47.7264,-122.31,1570,7203,201406,960,2
4232902595,940000.0,3.0,1.5,2140,3600,2.0,True,0,3,98119,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,201411,2140,3
2599001200,305000.0,5.0,2.25,2660,8400,1.5,True,0,5,98092,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,201411,2660,2
3342103156,461000.0,3.0,3.25,2770,6278,2.0,True,0,3,98056,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,201406,2770,3
1332700270,215000.0,2.0,2.25,1610,2040,2.0,True,0,4,98056,1610,0,1979,0,98056,47.518,-122.194,1950,2025,201405,1610,1
3869900162,335000.0,2.0,1.75,1030,1066,2.0,True,0,3,98136,765,265,2006,0,98136,47.5394,-122.387,1030,1106,201409,1030,2
2791500270,243500.0,4.0,2.5,1980,7403,2.0,True,0,3,98023,1980,0,1988,0,98023,47.2897,-122.37200000000001,1980,7510,201405,1980,2
5036300431,1100000.0,5.0,2.75,3520,6353,2.0,True,0,4,98199,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,201503,2520,3
4168000060,153000.0,3.0,1.0,1200,10500,1.0,True,0,3,98023,1200,0,1962,0,98023,47.321999999999996,-122.351,1350,10500,201502,1350,1
6021501535,430000.0,3.0,1.5,1580,5000,1.0,True,0,3,98117,1290,290,1939,0,98117,47.687,-122.38600000000001,1570,4500,201407,1580,3
6021501535,700000.0,3.0,1.5,1580,5000,1.0,True,0,3,98117,1290,290,1939,0,98117,47.687,-122.38600000000001,1570,4500,201412,1580,3
1483300570,905000.0,4.0,2.5,3300,10250,1.0,True,0,3,98040,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,201409,3300,3
3422049190,247500.0,3.0,1.75,1960,15681,1.0,True,0,3,98032,1960,0,1967,0,98032,47.3576,-122.277,1750,15616,201503,1750,2
1099611230,199000.0,4.0,1.5,1160,6400,1.0,True,0,4,98023,1160,0,1975,0,98023,47.3036,-122.37799999999999,1160,6400,201409,1160,1
722079104,314000.0,3.0,1.75,1810,41800,1.0,True,0,5,98038,1210,600,1980,0,98038,47.4109,-121.958,1650,135036,201407,1810,2
7338200240,437500.0,3.0,2.5,2320,36847,2.0,True,2,3,98045,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,201405,2320,3
1952200240,850830.0,3.0,2.5,2070,13241,1.5,True,0,5,98102,1270,800,1910,0,98102,47.6415,-122.315,2200,4500,201406,2070,3
5200100125,555000.0,3.0,2.0,1980,3478,1.5,True,0,4,98117,1440,540,1929,0,98117,47.6775,-122.37200000000001,1610,3478,201410,1980,3
7214720075,699950.0,3.0,2.25,2190,107593,2.0,True,0,4,98077,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,201412,2190,3
2450000295,1090000.0,3.0,2.5,2920,8113,2.0,True,0,3,98004,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,201410,2920,3
